//名称	编号	技能等级	升级需求真气值	升级需求钱	门派	技能类型	技能属性 7 自己冲锋 8 击退目标	技能子属性	技能基础攻击	攻击方式	冷却组	本身冷却时间	技能最大距离	技能最小距离	技能攻击半径	技能攻击宽度	攻击人数	消耗MP	消耗HP	击退距离	仇恨值	是否是普通技能	伤害比率	眩晕状态下可否使用	子弹ID	吟唱时间	技能ICON	技能描述	技能效果	ICON位置	技能出处	技能对应技能书ID	消耗道具ID	每次消耗道具数量	技能激活需要人物等级
跳跃风裂斩	12302	98	106917	68100	3	5	8	0	0	2	0	8	200	10	300	15	1	1	0	0	0	0	1090	0	0	0	900000	向前方移动380米，对移动路径中的所有目标造成基础伤害的218%伤害	伤害218%	1000	商店出售	211001	0	0	98
跳跃风裂斩	12302	99	107997	68788	3	5	8	0	0	2	0	8	200	10	300	15	1	1	0	0	0	0	1100	0	0	0	900000	向前方移动380米，对移动路径中的所有目标造成基础伤害的219%伤害	伤害219%	1000	商店出售	211001	0	0	99
跳跃风裂斩	12302	100	107997	68788	3	5	8	0	0	2	0	8	200	10	300	15	1	1	0	0	0	0	1110	0	0	0	900000	向前方移动400米，对移动路径中的所有目标造成基础伤害的220%伤害	移动400米，伤害220%	1000	商店出售	211001	0	0	100
龙卷风影斩	12303	1	2880	1834	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	200	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值181%伤害，持续5秒，同一个目标最多造成4次伤害	伤害181%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	2	4320	2752	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	230	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值182%伤害，持续5秒，同一个目标最多造成4次伤害	伤害182%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	3	5760	3669	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	260	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值183%伤害，持续5秒，同一个目标最多造成4次伤害	伤害183%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	4	7200	4586	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	290	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值184%伤害，持续5秒，同一个目标最多造成4次伤害	伤害184%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	5	8640	5503	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	320	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值185%伤害，持续5秒，同一个目标最多造成4次伤害	伤害185%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	6	10080	6420	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	350	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值186%伤害，持续5秒，同一个目标最多造成4次伤害	伤害186%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	7	11520	7337	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	380	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值187%伤害，持续5秒，同一个目标最多造成4次伤害	伤害187%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	8	12960	8255	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	410	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值188%伤害，持续5秒，同一个目标最多造成4次伤害	伤害188%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	9	14400	9172	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	440	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值189%伤害，持续5秒，同一个目标最多造成4次伤害	伤害189%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	10	15840	10089	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	470	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值190%伤害，持续5秒，同一个目标最多造成4次伤害	伤害190%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	11	17280	11006	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	500	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值191%伤害，持续5秒，同一个目标最多造成4次伤害	伤害191%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	12	18720	11923	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	530	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值192%伤害，持续5秒，同一个目标最多造成4次伤害	伤害192%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	13	20159	12840	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	560	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值193%伤害，持续5秒，同一个目标最多造成4次伤害	伤害193%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	14	21599	13758	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	590	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值194%伤害，持续5秒，同一个目标最多造成4次伤害	伤害194%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	15	23039	14675	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	620	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值195%伤害，持续5秒，同一个目标最多造成4次伤害	伤害195%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	16	24479	15592	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	650	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值196%伤害，持续5秒，同一个目标最多造成4次伤害	伤害196%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	17	25919	16509	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	680	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值197%伤害，持续5秒，同一个目标最多造成4次伤害	伤害197%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	18	27359	17426	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	710	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值198%伤害，持续5秒，同一个目标最多造成4次伤害	伤害198%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	19	28799	18343	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	740	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值199%伤害，持续5秒，同一个目标最多造成4次伤害	伤害199%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	20	30239	19261	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	770	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值200%伤害，持续5秒，同一个目标最多造成4次伤害	伤害200%	1000	商店出售	211001	0	0	20
龙卷风影斩	12303	21	31679	20178	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	800	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值201%伤害，持续5秒，同一个目标最多造成4次伤害	伤害201%	1000	商店出售	211001	0	0	21
龙卷风影斩	12303	22	33119	21095	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	830	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值202%伤害，持续5秒，同一个目标最多造成4次伤害	伤害202%	1000	商店出售	211001	0	0	22
龙卷风影斩	12303	23	34559	22012	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	860	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值203%伤害，持续5秒，同一个目标最多造成4次伤害	伤害203%	1000	商店出售	211001	0	0	23
龙卷风影斩	12303	24	35999	22929	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	890	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值204%伤害，持续5秒，同一个目标最多造成4次伤害	伤害204%	1000	商店出售	211001	0	0	24
龙卷风影斩	12303	25	37439	23847	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	920	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值205%伤害，持续5秒，同一个目标最多造成4次伤害	伤害205%	1000	商店出售	211001	0	0	25
龙卷风影斩	12303	26	38879	24764	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	950	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值206%伤害，持续5秒，同一个目标最多造成4次伤害	伤害206%	1000	商店出售	211001	0	0	26
龙卷风影斩	12303	27	40319	25681	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	980	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值207%伤害，持续5秒，同一个目标最多造成4次伤害	伤害207%	1000	商店出售	211001	0	0	27
龙卷风影斩	12303	28	41759	26598	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1010	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值208%伤害，持续5秒，同一个目标最多造成4次伤害	伤害208%	1000	商店出售	211001	0	0	28
龙卷风影斩	12303	29	43199	27515	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1040	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值209%伤害，持续5秒，同一个目标最多造成4次伤害	伤害209%	1000	商店出售	211001	0	0	29
龙卷风影斩	12303	30	44639	28432	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1070	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值210%伤害，持续5秒，同一个目标最多造成4次伤害	伤害210%	1000	商店出售	211001	0	0	30
龙卷风影斩	12303	31	46079	29350	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1100	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值211%伤害，持续5秒，同一个目标最多造成4次伤害	伤害211%	1000	商店出售	211001	0	0	31
龙卷风影斩	12303	32	47519	30267	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1130	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值212%伤害，持续5秒，同一个目标最多造成4次伤害	伤害212%	1000	商店出售	211001	0	0	32
龙卷风影斩	12303	33	48959	31184	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1160	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值213%伤害，持续5秒，同一个目标最多造成4次伤害	伤害213%	1000	商店出售	211001	0	0	33
龙卷风影斩	12303	34	50399	32101	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1190	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值214%伤害，持续5秒，同一个目标最多造成4次伤害	伤害214%	1000	商店出售	211001	0	0	34
龙卷风影斩	12303	35	51839	33018	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1230	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值215%伤害，持续5秒，同一个目标最多造成4次伤害	伤害215%	1000	商店出售	211001	0	0	35
龙卷风影斩	12303	36	53279	33935	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1250	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值216%伤害，持续5秒，同一个目标最多造成4次伤害	伤害216%	1000	商店出售	211001	0	0	36
龙卷风影斩	12303	37	54719	34853	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1280	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值217%伤害，持续5秒，同一个目标最多造成4次伤害	伤害217%	1000	商店出售	211001	0	0	37
龙卷风影斩	12303	38	56159	35770	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1310	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值218%伤害，持续5秒，同一个目标最多造成4次伤害	伤害218%	1000	商店出售	211001	0	0	38
龙卷风影斩	12303	39	57599	36687	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1340	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值219%伤害，持续5秒，同一个目标最多造成4次伤害	伤害219%	1000	商店出售	211001	0	0	39
龙卷风影斩	12303	40	59039	37604	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1370	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值220%伤害，持续5秒，同一个目标最多造成4次伤害	伤害220%	1000	商店出售	211001	0	0	40
龙卷风影斩	12303	41	60478	38521	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1400	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值221%伤害，持续5秒，同一个目标最多造成4次伤害	伤害221%	1000	商店出售	211001	0	0	41
龙卷风影斩	12303	42	61918	39439	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1430	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值222%伤害，持续5秒，同一个目标最多造成4次伤害	伤害222%	1000	商店出售	211001	0	0	42
龙卷风影斩	12303	43	63358	40356	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1460	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值223%伤害，持续5秒，同一个目标最多造成4次伤害	伤害223%	1000	商店出售	211001	0	0	43
龙卷风影斩	12303	44	64798	41273	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1490	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值224%伤害，持续5秒，同一个目标最多造成4次伤害	伤害224%	1000	商店出售	211001	0	0	44
龙卷风影斩	12303	45	66238	42190	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1520	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值225%伤害，持续5秒，同一个目标最多造成4次伤害	伤害225%	1000	商店出售	211001	0	0	45
龙卷风影斩	12303	46	67678	43107	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1550	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值226%伤害，持续5秒，同一个目标最多造成4次伤害	伤害226%	1000	商店出售	211001	0	0	46
龙卷风影斩	12303	47	69118	44024	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1580	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值227%伤害，持续5秒，同一个目标最多造成4次伤害	伤害227%	1000	商店出售	211001	0	0	47
龙卷风影斩	12303	48	70558	44942	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1610	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值228%伤害，持续5秒，同一个目标最多造成4次伤害	伤害228%	1000	商店出售	211001	0	0	48
龙卷风影斩	12303	49	71998	45859	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1640	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值229%伤害，持续5秒，同一个目标最多造成4次伤害	伤害229%	1000	商店出售	211001	0	0	49
龙卷风影斩	12303	50	73438	46776	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1670	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值230%伤害，持续5秒，同一个目标最多造成4次伤害	伤害230%	1000	商店出售	211001	0	0	50
龙卷风影斩	12303	51	74878	47693	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1700	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值231%伤害，持续5秒，同一个目标最多造成4次伤害	伤害231%	1000	商店出售	211001	0	0	51
龙卷风影斩	12303	52	76318	48610	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1730	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值232%伤害，持续5秒，同一个目标最多造成4次伤害	伤害232%	1000	商店出售	211001	0	0	52
龙卷风影斩	12303	53	77758	49527	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1760	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值233%伤害，持续5秒，同一个目标最多造成4次伤害	伤害233%	1000	商店出售	211001	0	0	53
龙卷风影斩	12303	54	79198	50445	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1790	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值234%伤害，持续5秒，同一个目标最多造成4次伤害	伤害234%	1000	商店出售	211001	0	0	54
龙卷风影斩	12303	55	80638	51362	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1820	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值235%伤害，持续5秒，同一个目标最多造成4次伤害	伤害235%	1000	商店出售	211001	0	0	55
龙卷风影斩	12303	56	82078	52279	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1850	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值236%伤害，持续5秒，同一个目标最多造成4次伤害	伤害236%	1000	商店出售	211001	0	0	56
龙卷风影斩	12303	57	83518	53196	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1880	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值237%伤害，持续5秒，同一个目标最多造成4次伤害	伤害237%	1000	商店出售	211001	0	0	57
龙卷风影斩	12303	58	84958	54113	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1910	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值238%伤害，持续5秒，同一个目标最多造成4次伤害	伤害238%	1000	商店出售	211001	0	0	58
龙卷风影斩	12303	59	86398	55030	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1940	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值239%伤害，持续5秒，同一个目标最多造成4次伤害	伤害239%	1000	商店出售	211001	0	0	59
龙卷风影斩	12303	60	87838	55948	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	1970	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值240%伤害，持续5秒，同一个目标最多造成4次伤害	伤害240%	1000	商店出售	211001	0	0	60
龙卷风影斩	12303	61	89278	56865	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	2000	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值241%伤害，持续5秒，同一个目标最多造成4次伤害	伤害241%	1000	商店出售	211001	0	0	61
龙卷风影斩	12303	62	90718	57782	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	2030	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值242%伤害，持续5秒，同一个目标最多造成4次伤害	伤害242%	1000	商店出售	211001	0	0	62
龙卷风影斩	12303	63	92158	58699	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	2060	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值243%伤害，持续5秒，同一个目标最多造成4次伤害	伤害243%	1000	商店出售	211001	0	0	63
龙卷风影斩	12303	64	93598	59616	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	2090	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值244%伤害，持续5秒，同一个目标最多造成4次伤害	伤害244%	1000	商店出售	211001	0	0	64
龙卷风影斩	12303	65	95038	60534	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	2120	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值245%伤害，持续5秒，同一个目标最多造成4次伤害	伤害245%	1000	商店出售	211001	0	0	65
龙卷风影斩	12303	66	96478	61451	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	2150	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值246%伤害，持续5秒，同一个目标最多造成4次伤害	伤害246%	1000	商店出售	211001	0	0	66
龙卷风影斩	12303	67	97918	62368	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	2180	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值247%伤害，持续5秒，同一个目标最多造成4次伤害	伤害247%	1000	商店出售	211001	0	0	67
龙卷风影斩	12303	68	99358	63285	3	5	8	1	0	1	0	6	500	10	300	200	1000	1	0	0	0	0	2210	0	0	0	900000	以自身为中心，周围500范围内的所有目标造成基础伤害值248%伤害，持续5秒，同一个目标最多造成4次伤害	伤害248%	1000	商店出售	211001	0	0	68
