//±‡∫≈	√˚≥∆	Õ‚π€±‡∫≈&Õ∑œÒ±‡∫≈	µ»º∂	…˙√¸	ƒ⁄¡¶	 ∆¡¶	∑«’Ω∂∑“∆∂ØÀŸ∂»	’Ω∂∑“∆∂ØÀŸ∂»	÷ÿ…˙ ±º‰£®∫¡√Î£©	ø… ”æ‡¿Î	…ÌÃÂƒ£–Õ¥Û–°	◊‘”…ªÓ∂Ø∑∂Œß	◊∑◊Ÿ∑∂Œß	π•ª˜÷µ	∑¿”˘÷µ	…¡±‹÷µ	±©ª˜÷µ	π•ª˜ÀŸ∂»	π÷ŒÔ¿‡–Õ	π•ª˜¿‡–Õ	–Ø¥¯æ≠—È	–Ø¥¯’Ê∆¯	—™π÷±‰…Ìº∏¬ 	π•π÷±‰…Ìº∏¬ 	∑¿π÷±‰…Ìº∏¬ 	π•ª˜º‰∏Ù£®º‰∏Ù£©	…±π÷»ŒŒÒ∑÷◊È	≥ØœÚΩ«∂»	◊∑ª˜Õ£÷πÃıº˛	“∆∂Ø¿‡–Õ	À—À˜ƒø±Íº‰∏Ù	Õ£¡Ù ±º‰œ¬œﬁ	Õ£¡Ù ±º‰…œœﬁ	ººƒ‹ID	ººƒ‹ID	ººƒ‹ID	ººƒ‹ID	ººƒ‹ID	Ai¿‡–Õ	GROUPID	øπ±©	∆∆ª˜	øπ∆∆	¥©¥Ã	øπ¥©	√¸÷–
//°æ • ﬁπ»°ø	±‡∫≈1-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20162	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20163	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20164	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20165	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20166	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20167	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20168	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20169	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20170	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20171	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20172	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20173	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20174	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20175	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20176	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20177	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20178	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20179	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20180	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20181	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20182	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20183	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20184	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20185	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20186	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20187	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20188	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20189	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20190	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20191	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20192	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20193	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20194	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20195	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20196	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20197	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20198	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20199	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20200	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20201	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20202	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20203	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20204	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20205	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20206	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20207	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20208	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20209	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20210	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20211	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20212	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20213	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20214	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20215	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20216	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20217	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20218	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20219	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20220	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20221	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20222	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20223	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20224	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20225	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20226	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20227	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20228	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20229	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20230	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20231	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20232	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20233	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20234	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20235	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20236	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20237	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20238	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20239	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20240	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20241	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20242	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20243	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20244	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20245	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20246	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20247	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20248	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20249	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20250	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20251	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20252	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20253	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20254	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20255	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20256	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20257	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20258	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20259	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20260	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20261	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20262	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20263	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20264	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20265	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20266	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20267	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20268	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20269	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20270	∂Òƒß ÿŒ¿	301	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20271	∂Òƒß ÿŒ¿	101	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
20272	∂Òƒß ÿŒ¿	201	10	8000	0	0	60	300	10000	500	100	200	500	1	1	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1	1	1	3	12000	11102	11102	11102	11102	5	1	0	0	0	0	0	0
